FAC1_1,FAC2_1,FAC3_1,FAC4_1
1.594627146,-1.327152775,-1.332430864,0.254942248
1.195235222,0.200356929,-0.722505317,0.413723294
-0.354821432,0.867289906,-0.46911082,-1.205879491
0.057152358,1.320582728,-0.720104213,-1.103382623
1.328642944,-0.68196178,-0.650271007,-0.11568449
1.559893362,0.842385676,-0.153039239,-1.385705235
0.358422255,-0.435193992,-0.485641565,0.29479328
-0.783876368,0.206200513,-1.983728704,0.155777749
1.206901336,-0.065619108,-0.734395269,0.42989992
-0.920795131,1.081251836,1.146073584,-0.777695218
-1.563795653,1.502073564,-1.049026551,-0.572454521
-0.294448826,1.429830565,0.15431046,-0.560884391
0.645582869,0.813477133,-0.011889074,-0.995133296
-0.910628086,-1.182581514,-1.781004375,1.572514984
-1.049723878,1.879892442,1.611333545,-0.272613483
-1.37800314,-0.782142344,-1.505536883,2.046303925
0.375246867,-0.668111636,-1.164611573,1.186516122
0.498312349,0.553551888,1.13184594,-1.214195914
-0.150801334,-0.966034351,-0.482207341,-0.76560017
-0.948788985,0.344635094,-0.339259175,1.752870785
2.229211441,-0.691517996,-0.722749754,1.237099182
0.059192836,0.979939329,-0.716171557,-1.487227999
-0.684842512,-0.73267081,-0.207752101,1.339959384
0.98329071,-0.227501571,1.603177244,-0.128545508
0.67764576,1.224289237,1.57111198,-1.079384793
-1.364352807,1.510943173,0.277875618,-0.83134916
1.141252631,-0.530761766,-0.632468513,1.467516678
0.776636137,0.837389428,0.035438444,-1.137372125
-0.70987881,-0.124433942,1.084386436,1.749435565
-1.524467035,1.233271858,-1.105296631,-1.195332954
-0.950531174,0.884714999,-0.347846805,-1.575598676
-0.670731321,1.167565913,1.51807713,-1.418764891
1.275543299,-0.410953554,-0.584558068,2.149629127
-0.386307984,1.260641416,-0.7544989,-0.824025498
-0.859896019,0.332616177,1.067942324,-1.33551889
-0.398935424,1.488889965,0.066376676,-0.773063838
-0.54714331,0.867326201,-0.438988806,-1.200913483
-0.625452912,-0.183218549,0.686317044,1.407993395
-0.827524697,-0.798011773,-1.907748374,0.947796509
-0.06665654,0.931001177,0.068943589,-0.991920333
0.695141844,0.76074056,-0.415744806,-1.538299398
-0.255077889,-0.764628681,0.135945861,0.188921418
0.099319248,-0.822408742,0.568669856,1.24032239
0.065747164,1.826938353,-1.019107312,-0.396307308
-1.474420149,0.747189442,0.20949241,-1.26853946
-0.73462671,0.727066693,-0.898687974,-1.632221104
-0.333934473,1.49506217,-0.963783073,-0.694689298
-0.883023249,0.059975976,1.627452327,1.7628596
-0.381540166,-0.919608165,-0.853558197,2.071075143
1.855851945,-0.923641006,-0.072454474,0.937517943
-0.634047793,-1.32735337,-0.739490649,0.786459192
0.658447004,0.59194883,1.127358101,-0.914075421
-1.399998411,-1.306978521,-1.038868861,0.957790985
-0.239902099,1.053557919,-0.39126041,-0.9102394
-1.022057634,1.762201154,1.574921046,-0.765148626
-0.24609978,0.352088661,-1.069433899,0.633298851
-1.185313622,-0.960814777,0.30233054,-0.236990692
-0.790794319,1.721291993,-0.831591769,-0.549613608
-1.046547869,1.332376354,-0.717190736,-0.802605136
0.819268963,-0.744032986,1.852726367,0.432280155
0.636605166,1.661770533,-0.011417865,-1.250278891
-0.005943722,-0.122851363,-1.146258127,0.415335669
-0.521079906,0.393968742,-0.938830687,-1.169424292
-0.378964034,-0.688576743,-0.859391942,1.27356957
-0.27188774,1.17496293,1.108066311,-1.186993056
0.499157277,-0.670696169,0.452578511,-1.266396028
-1.289653033,-0.328684608,0.202358757,0.303294397
0.388361689,-0.955551396,1.809421607,0.541438785
-1.182115015,-0.645486589,0.232556006,2.112367368
-1.566123967,0.380806311,-1.029713303,-1.167545754
-1.250768487,1.056562589,-0.682412603,-0.657257338
1.15786363,0.735547412,1.079240451,-1.014223862
-1.138443135,0.551362018,-1.355555045,1.225081833
-1.261782602,0.912646281,0.135252439,-1.185317919
1.219716331,-0.350872175,1.0103029,0.86082785
-0.828868346,1.747228274,-0.777110673,-0.4652312
0.692113305,-0.008277663,1.094770476,-0.375371168
1.190173215,0.627311995,-1.284303272,-1.399877524
-0.128109032,1.688871676,0.626999703,-0.944704344
-0.867347731,-0.271382317,0.063612648,0.002619865
0.266288331,0.310406139,0.070895636,-1.320312434
0.68789179,1.677784007,1.069072344,-0.810236687
-0.679596351,0.51554691,-0.972046875,1.355158272
-0.416891085,-0.836749262,0.624895657,0.504247276
1.116017466,1.373351018,0.010346803,-0.743430722
-0.889546678,-0.848829534,-1.814570006,0.262749899
-0.06929595,1.097246053,1.040485688,-1.160941044
-0.463110692,-0.133602019,-1.013986545,1.288803618
-0.674325389,0.506988989,0.007934514,0.379992427
1.890501731,-0.31910416,-0.734844582,2.036242567
1.662485527,-0.060624331,-0.902843568,-0.144577056
0.024867157,0.882286465,0.335992964,-0.87627026
0.803964951,1.054279044,1.612587469,-0.839522078
-0.369712831,1.045527928,-0.777629406,-0.738682763
-1.337267602,0.734409963,-1.590439202,-0.961374156
0.691233697,-1.304236653,-0.457657165,-0.176458615
0.953546003,1.188479164,0.011720355,-0.538721236
0.130154452,-0.228555177,1.499057569,-0.197124941
-1.309588179,0.389631131,0.215251052,-0.810559893
1.155357355,-1.290288728,0.00300658,-0.53805539
-0.825029674,1.408384406,-1.948988474,-0.975450972
0.243698804,0.742572664,0.561116951,-1.204895416
0.525260511,-0.184204282,1.597205084,-0.415597722
-0.832346902,-0.684848617,0.256368507,1.249115722
1.14968373,-0.385147477,0.431693137,-0.935980071
0.762423909,0.913531225,-1.196574197,-1.588607025
0.092183762,1.440809086,-0.290863021,-0.925908427
-0.313812434,-0.463291848,0.971803399,0.228475947
0.065237459,1.685592313,1.065839971,-0.77887663
-0.939087569,-0.453382393,1.715282066,1.667268483
1.507806755,1.107131431,-0.079312723,-1.251523931
1.195357256,0.478308292,0.577004318,-1.19809541
-0.648896097,-0.875856338,0.236004358,0.119720086
0.734195445,0.677646699,-0.469589887,-1.618330187
-1.222493013,1.815153787,-0.734147377,-1.11944462
0.948849386,1.188770725,0.01691991,-0.77920941
-0.854918415,0.98752619,-1.900178882,-1.361749941
-0.746946766,-1.005396582,1.668215834,0.892481173
-0.89914132,-0.394075462,-1.808228022,0.633077675
0.019014202,1.423552914,0.647978351,-0.662015629
-1.165005053,0.865321756,0.23573861,-1.128483238
0.545939293,1.008515522,-1.176622272,-0.734949047
-0.674297361,1.484567737,1.517681077,-1.072204015
-0.958452898,2.143664138,0.154455517,-0.746059751
0.394576035,1.472996052,-0.573552044,-1.11168662
-1.523607483,1.343716056,-1.107600867,-0.958145128
-0.860013876,1.528282112,-1.901609707,-0.701971018
0.574116832,1.435662837,0.537619058,-1.170813393
-0.52720014,1.212780337,-0.94127331,-1.335253438
-0.520172868,0.874465775,-0.823414546,-1.345500228
-0.090891003,1.685756503,0.093881732,-0.528464951
2.2835985,-0.789073734,-1.5494528,0.227585944
-0.142870362,-0.25501665,-0.501763256,-0.550412644
0.475644482,-0.260976375,1.439141975,1.01784984
-0.673680455,-0.737635534,0.534019289,0.434776948
-1.353247262,-0.178758763,-1.549171584,1.253833254
2.294051515,-0.954361379,-1.568071864,1.321443548
0.268380527,1.447192155,0.048420758,-0.881154494
1.008674747,-0.354876201,-0.690332343,-0.169889786
-0.895622516,-0.59829749,-0.90512429,-0.104691764
-0.271037466,0.63059688,-1.041906428,-1.310016627
-1.13012017,1.885130181,0.169110183,-1.026105726
1.754934464,-0.863571701,-1.579693384,0.6055782
0.122775322,1.833612273,-0.978048501,-0.797411035
-0.249591876,1.675301729,1.069869232,-0.883556374
-0.395072559,0.646824941,1.067161071,-0.999978501
-0.409182416,1.505502021,1.582725708,-0.629132594
-1.249552707,0.887500754,-0.68108496,-0.858443308
0.957296402,1.065415512,-1.218107435,-1.032203839
1.140735277,1.626836793,-0.667899532,-0.596506696
-0.074171935,1.019501007,0.077336602,-1.162012549
-0.882324769,1.988271768,1.5918052,-0.728269045
0.414221369,0.493389486,0.551737413,-1.242941013
2.213917225,-1.083045695,-0.690133353,0.343070898
0.118059609,1.977308569,-1.096809732,-1.047067698
-0.809102214,0.953851313,0.194924839,-0.822103997
-0.854514926,-0.503669238,-0.208337568,0.107573969
-0.960019286,-0.728734488,1.752741632,0.688112813
-1.442181093,0.959866735,0.158207476,-1.253534699
-0.088361586,-0.145231583,1.093735761,0.559850135
0.189773026,1.002224548,0.63774669,-1.131518116
-1.395164463,-0.664533252,-0.164418773,-0.053792151
-0.788584971,-1.016331651,-0.787334724,0.777565374
0.524676996,0.046854799,-0.487517305,1.399206554
0.224284884,1.033846233,0.587132166,-1.265026053
0.896596211,1.864333907,0.523299329,-0.831649246
-0.057770646,-1.033462139,0.090802448,0.411184297
-0.068310286,1.243128468,1.534219261,-1.194792771
1.191990493,1.841372177,-1.307131904,-0.824526682
-0.529004421,1.525202569,1.530397813,-1.088886421
0.649247312,0.789778773,1.136685339,-0.957960615
-1.244261048,-0.356827307,0.136911394,0.437967178
-0.768700018,0.215808462,0.151714972,0.890608328
0.081634043,-1.247832745,-0.318682697,0.282831477
-0.00885266,0.079026973,0.973762367,0.839676368
0.433086035,1.464571057,0.04929049,-1.122985925
0.06447342,0.622596723,1.081278742,-1.267338677
-1.280692104,0.998348978,-1.678767309,-1.433432831
-1.393305065,-0.690926885,-1.482371983,1.808096873
1.018453745,0.873257703,0.593443887,-1.138779385
0.343124435,-0.034107545,1.149709768,-0.253678783
0.519985889,1.206214558,1.57519181,-1.47955836
1.065825614,1.666759639,0.512032895,-0.987933687
0.238283204,1.605597217,0.559574089,-1.13981232
-0.705133292,0.580463849,0.555192629,-1.395706287
-1.426685034,-0.729438775,-1.431085225,0.759449983
0.873327198,-0.490174136,1.294474786,1.267349921
-1.013801627,1.687608205,-0.769840411,-0.462541299
-0.321177717,-1.142425478,1.218916662,1.659794547
-1.265644055,-0.776752023,-0.103900398,0.214927227
-1.25921472,-0.28610261,-1.684875013,1.503600982
-1.017264389,0.509074547,-0.74919418,-1.248995176
-1.289652474,0.784777724,-1.139495462,-0.757086834
-0.802291485,0.857283084,0.186558315,-0.747372442
-1.486167594,1.239493719,0.218721736,-0.892167473
0.661808237,0.683588942,1.602499529,-1.12985095
1.144749186,0.337221403,-0.65499969,-1.237029184
0.99538253,0.645887534,1.090466257,-1.338736553
0.091713299,1.453387615,-0.9241718,-0.947394872
-0.48689057,-1.029989791,0.731603816,0.642328287
0.71608114,-0.833419851,0.601062267,1.292529786
0.636494755,-1.090794025,0.72263766,1.00956576
-0.534697906,-1.110418012,-0.416212551,-0.715546051
0.178086459,-0.04433268,1.424874118,0.263479611
-0.359659979,0.222885739,0.034260042,0.137648472
-1.007726801,-0.087794119,-0.031483622,0.697567725
-0.624626169,-0.874638639,1.204490934,1.170523534
1.407539067,0.590157359,-0.794091731,-1.305097254
-0.708348343,0.102568439,0.303771922,2.16460732
-0.576144326,-0.844964473,1.13101499,1.35874228
0.324247976,1.630146444,1.633503865,-0.812272929
0.0789026,0.970004844,0.257327194,-1.538709124
-0.446458316,1.118842021,1.135054722,-0.600669431
-0.35822833,1.218986679,-0.922815148,-0.533967582
-0.391025001,1.059128701,0.058807666,-1.333471614
-0.770936336,1.458236933,-0.368758006,-1.118176595
2.538114377,-1.012130198,-1.65853616,1.810923596
-0.928559018,-0.654900787,-1.762759264,1.830826705
0.719448818,-0.661875459,-1.134764064,1.762687723
1.193411015,-0.972712399,-1.291759366,1.982829984
0.34011485,1.718239776,1.120459153,-0.584411588
0.784149322,0.499928509,-1.221639376,-1.517276679
-0.334080101,-0.601519523,1.732110486,1.675879688
-0.794124559,1.138148933,0.675305507,-0.837035861
1.299353482,-0.705677411,0.444340605,0.379368317
-1.404829825,1.214468977,-0.189433113,-0.588532507
1.137794253,-0.994766504,0.687990639,1.443723398
-0.295283509,-0.753267538,1.177902853,0.617816254
1.056636879,-0.744546281,-1.356071869,0.205525335
1.109125593,-0.810054813,0.954893031,-0.821084584
-0.336392223,2.00706469,-0.840383356,-0.742934437
-0.165143696,1.524578818,-0.81822716,-0.666583126
